Gender,Age,Country,EdLevel
Man,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Canada,Associate degree
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,35.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,Some college/university study without earning a degree
Man,27.0,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,47.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Woman,29.0,Colombia,"Professional degree (JD, MD, etc.)"
Man,20.0,Ukraine,Some college/university study without earning a degree
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,59.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Canada,Some college/university study without earning a degree
Man,27.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,El Salvador,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,29.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Netherlands,Associate degree
Man,33.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,Associate degree
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Switzerland,
Man,28.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United Kingdom,Some college/university study without earning a degree
Man,32.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,21.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,30.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Canada,Some college/university study without earning a degree
Man,25.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,39.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,55.0,United States,Some college/university study without earning a degree
Man,28.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,50.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Germany,Some college/university study without earning a degree
Man,31.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,Some college/university study without earning a degree
Man,34.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Woman,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Lithuania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,Associate degree
Man,28.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,30.0,Czech Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Poland,Some college/university study without earning a degree
Man,,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Serbia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,37.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,France,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,33.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Argentina,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,Some college/university study without earning a degree
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,31.0,United States,Some college/university study without earning a degree
Woman,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,42.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
"Non-binary, genderqueer, or gender non-conforming",29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,26.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Serbia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,28.0,Bosnia and Herzegovina,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,United Kingdom,Some college/university study without earning a degree
Man,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,China,Associate degree
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,55.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,United States,Some college/university study without earning a degree
Man,,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Turkey,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,43.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Germany,Some college/university study without earning a degree
Man,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,28.0,South Korea,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Greece,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,26.0,United Kingdom,Associate degree
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United States,Some college/university study without earning a degree
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.5,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Indonesia,Some college/university study without earning a degree
Man,25.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,United States,"Professional degree (JD, MD, etc.)"
Man,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,Some college/university study without earning a degree
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Italy,Some college/university study without earning a degree
Man,30.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,41.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,31.0,United States,Associate degree
Man,29.0,Russian Federation,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,29.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Woman;Non-binary, genderqueer, or gender non-conforming",37.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United States,Some college/university study without earning a degree
Man,27.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
"Man;Non-binary, genderqueer, or gender non-conforming",31.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,Germany,Associate degree
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,Associate degree
Man,26.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,31.0,United States,"Professional degree (JD, MD, etc.)"
Man,29.0,Taiwan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,Switzerland,Associate degree
Man,34.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,51.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,Some college/university study without earning a degree
Man,22.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,45.0,United Kingdom,Some college/university study without earning a degree
Man,24.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Costa Rica,Some college/university study without earning a degree
Man,26.0,Luxembourg,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,Some college/university study without earning a degree
Woman,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,Other Country (Not Listed Above),"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,45.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Portugal,Some college/university study without earning a degree
Man,34.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United Kingdom,Some college/university study without earning a degree
Man,33.0,Dominican Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Israel,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,26.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Canada,
Man,23.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,China,Some college/university study without earning a degree
Woman,27.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,24.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Kyrgyzstan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Spain,"Professional degree (JD, MD, etc.)"
Man,32.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,44.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,25.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,53.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Denmark,Associate degree
Woman,49.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Israel,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,28.0,United States,Some college/university study without earning a degree
Man,24.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,Some college/university study without earning a degree
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,34.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,France,"Professional degree (JD, MD, etc.)"
Woman,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,62.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,South Africa,Associate degree
Man,30.0,Israel,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,39.0,Denmark,Associate degree
Man,41.0,Germany,Some college/university study without earning a degree
Man,24.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,France,"Professional degree (JD, MD, etc.)"
Man,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,45.0,Sweden,Some college/university study without earning a degree
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Argentina,Some college/university study without earning a degree
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Brazil,Associate degree
Man,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Brazil,Some college/university study without earning a degree
Man,23.0,India,Some college/university study without earning a degree
Woman,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Taiwan,"Professional degree (JD, MD, etc.)"
Man,27.0,Lithuania,Some college/university study without earning a degree
,23.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Côte d'Ivoire,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Russian Federation,Some college/university study without earning a degree
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Ukraine,Some college/university study without earning a degree
Man,33.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,Some college/university study without earning a degree
Man,22.0,Nepal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
